estno,state,county,naics,value,weight,miles
52,1,3,4249,111.875,408.845,85.274
53,1,3,4543,192.214,162.922,14.853
54,1,3,4543,150.224,170.886,16.7448
55,1,3,4543,242.996,243.17,16.0258
56,1,3,4543,195.371,240.323,10.3503
57,1,3,5111,85.5283,57.8009,30.8588
58,1,5,321 ,140.35,399.817,112.2
59,1,5,325 ,129.904,129.089,79.7804
60,1,5,325 ,63.9534,17.9681,10.9773
61,1,5,325 ,29.3262,172.687,10.8261
62,1,7,321 ,97.0876,374.451,77.9868
63,1,9,336 ,13.4571,0.366749,0.283735
64,1,9,4231,661.828,80.3122,31.2127
65,1,9,4238,130.894,14.3489,6.57946
66,1,9,4238,116.26,13.5812,6.56069
67,1,9,4543,65.5114,71.7585,5.23444
68,1,9,4543,92.2694,87.5738,5.32248
69,1,15,311 ,120.371,99.3312,29.9295
70,1,15,314 ,208.407,32.5297,22.0211
71,1,15,321 ,114.01,322.062,93.0626
72,1,15,325 ,121.042,130.588,73.8874
73,1,15,325 ,52.093,16.2602,13.5995
74,1,15,325 ,30.6926,173.591,10.2094
75,1,15,326 ,283.335,111.671,70.9626
76,1,15,327 ,1.24852,10.9218,3.79053
77,1,15,331 ,595.948,398.742,223.532
78,1,15,336 ,42.7923,1.14009,1.26603
79,1,15,336 ,42.5366,1.46739,1.05486
80,1,15,337 ,250.465,41.7743,17.8396
81,1,15,337 ,241.361,48.3581,19.8196
82,1,15,339 ,13.2738,28.8252,14.0464
83,1,15,339 ,95.2476,27.6367,14.5147
84,1,15,4231,995.308,212.35,45.8891
85,1,15,4233,5.76145,283.097,26.8716
86,1,15,4233,1.34069,9.39782,0.343142
87,1,15,4233,8.06181,642.501,40.1087
88,1,15,4237,105.784,11.999,5.57337
89,1,15,4238,255.606,28.763,12.987
90,1,15,4238,238.711,32.0256,14.8266
91,1,15,4238,239.317,32.068,13.0897
92,1,15,4238,287.042,30.9753,14.4291
93,1,15,4244,129.861,86.2049,52.4482
94,1,15,4244,145.618,109.844,11.7383
95,1,15,4244,561.378,6.27157,3.06721
96,1,15,4543,121.755,115.699,10.8813
97,1,15,4543,151.366,165.548,8.88168
98,1,17,336 ,16.3144,0.649244,0.416726
99,1,17,4543,61.5479,52.7741,4.32721
100,1,17,4543,64.2967,77.5566,4.23905
101,1,19,4238,50.8574,6.49025,3.11615
102,1,21,321 ,108.576,291.386,74.7945
103,1,21,327 ,0.692737,8.70614,2.78528
104,1,21,339 ,14.0943,20.4388,8.78677
105,1,21,339 ,68.1389,19.4211,10.8898
106,1,21,4238,79.088,8.88135,4.63198
107,1,25,321 ,209.553,491.395,129.931
108,1,25,321 ,186.218,490.295,144.57
109,1,25,4238,46.166,4.76086,2.44814
110,1,25,4543,64.1977,56.0552,4.13892
111,1,25,4543,63.3826,74.2475,3.69453
112,1,27,337 ,77.4179,22.8836,6.44079
113,1,31,311 ,217.902,182.028,51.8928
114,1,31,323 ,13.3478,2.86933,1.00443
115,1,31,326 ,166.845,79.2674,39.0323
116,1,31,336 ,13.9154,0.424369,0.265955
117,1,31,4238,54.87,6.8148,2.87298
118,1,31,5111,38.7018,33.68,15.2567
119,1,33,2123,189.339,1221.89,262.353
120,1,33,321 ,108.465,438.269,108.905
121,1,33,321 ,158.611,452.186,97.639
122,1,33,323 ,21.7787,4.46645,1.64764
123,1,33,325 ,52.8665,435.181,18.2927
124,1,33,325 ,255.926,322.777,156.673
125,1,33,325 ,96.8878,28.7161,21.5597
126,1,33,326 ,501.947,228.211,147.974
127,1,33,326 ,568.399,215.745,142.942
128,1,33,327 ,0.715979,8.95557,2.75246
129,1,33,336 ,20.3712,0.747425,0.527081
130,1,33,337 ,191.657,38.7907,11.9106
131,1,33,339 ,24.9719,44.2768,18.9906
132,1,33,339 ,163.535,31.2978,21.0037
133,1,33,4231,1008.17,120.423,27.3535
134,1,33,4237,149.038,15.2772,6.56534
135,1,33,4238,152.693,18.4512,8.52263
136,1,33,4238,134.465,17.6321,7.94401
137,1,33,4244,71.5696,37.1752,22.5657
138,1,33,4244,63.2939,50.0152,5.04855
139,1,33,4244,211.351,2.75224,1.35598
140,1,33,4249,26.7691,90.3352,21.9218
141,1,33,4543,82.8743,72.3876,5.93166
142,1,33,4543,79.5479,104.612,4.69799
143,1,39,327 ,0.634595,7.34008,2.51583
144,1,39,4231,492.85,73.72,25.2173
145,1,39,4238,61.8788,7.4442,3.87928
146,1,39,4244,76.1397,43.0673,29.3157
147,1,39,4244,71.5277,48.6229,6.79241
148,1,39,4244,282.104,3.70107,1.10016
149,1,39,4543,65.748,54.3294,5.17783
150,1,39,4543,68.3116,64.5574,4.66413
151,1,43,311 ,290.497,273.008,91.8349
152,1,43,311 ,322.3,317.684,62.8027
153,1,43,321 ,67.3482,192.245,58.4771
154,1,43,322 ,507.949,669.535,344.963
155,1,43,322 ,158.152,11.4235,12.6374
156,1,43,323 ,20.6076,4.80423,2.12238
157,1,43,326 ,197.462,74.819,44.5655
158,1,43,327 ,0.977339,18.2722,5.7305
159,1,43,336 ,19.168,0.66988,0.447522
160,1,43,337 ,193.082,40.3422,18.2301
161,1,43,4231,2581.38,422.51,79.3693
162,1,43,4231,2287.78,400.679,101.834
163,1,43,4231,2507,387.933,100.902
164,1,43,4233,7.43731,664.418,52.598
165,1,43,4233,6.11529,263.629,22.7845
166,1,43,4233,1.34979,12.846,0.371579
167,1,43,4237,106.068,10.6673,3.89904
168,1,43,4238,98.3013,13.858,6.04684
169,1,43,4238,106.207,13.1112,6.04371
170,1,43,4243,62.4822,2025.23,64.9333
171,1,43,4244,215.268,89.8105,58.0508
172,1,43,4244,215.473,107.481,58.2839
173,1,43,4244,194.339,120.288,14.2257
174,1,43,4244,182.161,111.125,13.7234
175,1,43,4244,619.521,9.05294,3.43217
176,1,43,4244,561.154,7.77565,3.08575
177,1,43,4249,80.1202,234.848,58.3445
178,1,43,4249,82.9196,254.879,63.7623
179,1,43,4543,66.0546,66.0264,6.2664
180,1,43,4543,68.4578,80.0224,5.09765
181,1,45,327 ,0.552382,6.73013,2.60747
182,1,45,4244,81.3773,48.3401,26.5944
183,1,45,4244,66.7039,57.8354,6.11894
184,1,45,4244,282.584,3.16262,1.70946
185,1,47,311 ,147.168,135.034,37.1493
186,1,47,321 ,87.6313,236.685,65.8766
187,1,47,4231,466.52,77.069,16.1491
188,1,47,4244,68.7854,39.9002,22.316
189,1,47,4244,71.5786,50.4285,4.66629
190,1,47,4244,198.564,2.94869,1.29112
191,1,47,4249,40.9921,145.215,35.9161
192,1,47,4543,77.9753,63.5437,6.76657
193,1,47,4543,77.738,82.0534,5.67921
194,1,49,311 ,162.187,175.777,36.1897
195,1,49,313 ,694.167,109.028,60.4386
196,1,49,316 ,1402.7,249.651,116.288
197,1,49,321 ,74.9437,226.256,56.9858
198,1,49,323 ,12.9886,2.56444,1.06329
199,1,49,326 ,241.099,100.5,55.1152
200,1,49,327 ,0.948736,10.6009,4.07574
201,1,49,337 ,153.782,29.0551,12.5185
202,1,49,4238,150.986,16.9531,9.60803
203,1,49,4238,148.876,17.8414,7.98997
204,1,49,4244,103.333,45.062,28.1487
205,1,49,4244,68.6726,49.6007,6.23581
206,1,49,4244,287.642,3.37578,1.77419
207,1,49,4543,114.804,83.6845,7.25562
208,1,49,4543,115.817,112.181,6.38785
209,1,51,323 ,16.0447,3.17211,1.25351
210,1,51,326 ,253.704,101.175,62.4635
211,1,51,327 ,1.01946,11.6462,3.68029
212,1,51,336 ,19.7478,0.600865,0.48558
213,1,51,337 ,102.663,17.8318,7.53218
214,1,51,339 ,15.3334,29.3142,10.893
215,1,51,339 ,104.352,24.0528,11.6717
216,1,51,4238,79.9843,11.9007,5.43617
217,1,51,4543,133.136,96.6274,8.76204
218,1,51,4543,135.251,149.573,7.18264
219,1,53,321 ,133.098,327.725,91.8703
220,1,53,4238,73.7565,8.09723,4.24413
221,1,53,4244,68.2171,31.416,21.7248
222,1,53,4244,64.0989,30.4221,5.01064
223,1,53,4244,188.798,2.70459,1.42414
224,1,53,4249,34.1757,89.9792,18.4003
225,1,53,5111,54.4129,32.4825,17.2827
226,1,55,311 ,186.685,172.668,33.3838
227,1,55,323 ,21.6508,4.1915,1.63988
228,1,55,326 ,355.055,106.479,72.1432
229,1,55,336 ,23.325,0.855792,0.549162
230,1,55,337 ,123.996,29.6834,9.93406
231,1,55,4231,623.042,87.9406,27.0535
232,1,55,4233,8.21758,505.078,51.3756
233,1,55,4233,2.49005,18.7568,0.658857
234,1,55,4233,11.3737,1104.7,84.2431
235,1,55,4237,172.779,17.2344,7.13877
236,1,55,4238,110.942,15.4006,7.95711
237,1,55,4238,127.817,15.8356,7.13618
238,1,55,4244,64.225,33.5451,23.8694
239,1,55,4244,48.8354,46.9269,4.97524
240,1,55,4244,228.699,2.7374,1.1643
241,1,55,4543,145.526,125.987,11.4518
242,1,55,4543,143.965,138.824,8.95947
243,1,55,5111,70.1716,55.5459,31.9964
244,1,57,321 ,73.7915,274.265,67.5019
245,1,59,311 ,109.453,100.723,26.3108
246,1,59,321 ,69.3609,177.163,41.7002
247,1,59,327 ,0.780875,11.6911,3.32053
248,1,59,337 ,115.284,27.4114,10.248
249,1,59,4238,52.6117,5.25673,2.84499
250,1,59,4543,59.9292,46.6502,5.50977
251,1,59,4543,62.2666,66.5661,4.32069
252,1,61,311 ,147.571,149.215,27.4276
253,1,61,4238,65.6685,6.65859,3.5851
254,1,61,4249,35.8448,142.097,30.7911
255,1,65,321 ,51.3032,177.987,47.3888
256,1,67,311 ,101.304,106.992,30.9758
257,1,67,4238,45.7149,5.7567,2.15391
258,1,69,311 ,190.288,157.005,44.9261
259,1,69,323 ,33.6998,5.95736,2.80644
260,1,69,323 ,31.9918,5.15747,3.37473
261,1,69,326 ,324.929,140.018,82.9143
262,1,69,327 ,0.833404,10.4407,2.77697
263,1,69,336 ,15.089,0.542233,0.390592
264,1,69,337 ,292.288,65.3102,23.4468
265,1,69,337 ,294.482,55.3748,22.2849
266,1,69,339 ,41.2217,58.2063,29.4385
267,1,69,339 ,29.178,67.297,23.9368
268,1,69,339 ,211.888,53.9064,25.5682
269,1,69,339 ,196.968,55.8383,29.4486
270,1,69,4231,3361.67,367.708,124.394
271,1,69,4231,3387.98,450.266,126.179
272,1,69,4231,2751.92,468.33,152.645
273,1,69,4231,3399.84,542.573,146.654
274,1,69,4233,19.0529,1669.13,135.04
275,1,69,4233,21.3575,1513.98,129.51
276,1,69,4233,13.3424,749.449,62.226
277,1,69,4233,12.8738,789.019,68.58
278,1,69,4233,3.84846,32.5345,0.828477
279,1,69,4233,3.83946,29.8268,0.989585
280,1,69,4237,400.944,38.4295,18.7829
281,1,69,4237,329.531,31.8923,19.6644
282,1,69,4238,307.888,33.6742,12.8007
283,1,69,4238,268.643,38.8485,16.011
284,1,69,4238,279.165,33.3494,16.2089
285,1,69,4238,352.176,33.9371,13.2641
286,1,69,4244,241.061,119.993,79.5429
287,1,69,4244,210.829,112.649,81.3011
288,1,69,4244,183.77,129.891,14.3229
289,1,69,4244,176.135,144.621,14.2288
290,1,69,4244,679.393,8.71706,3.41166
291,1,69,4244,740.781,8.6397,4.12191
292,1,69,4249,120.219,435.964,85.2439
293,1,69,4249,109.494,389.53,98.5711
294,1,69,4249,130.731,422.461,95.4344
295,1,69,4543,168.073,123.558,14.2326
296,1,69,4543,173.662,151.491,9.41091
297,1,69,4543,189.021,177.876,9.86247
298,1,69,4543,186.092,192.706,12.2278
299,1,69,5111,56.2065,38.4172,23.1838
300,1,71,314 ,178.846,32.1193,20.2563
301,1,71,321 ,114.842,354.288,88.1644
302,1,71,326 ,254.81,95.1401,56.6717
303,1,71,327 ,0.627834,9.35202,2.37658
304,1,71,331 ,340.135,219.672,75.4151
305,1,71,4238,37.0789,5.54391,2.77831
306,1,71,4244,79.1576,37.9718,28.9067
307,1,71,4244,66.2455,66.949,6.18514
308,1,71,4244,283.624,3.71898,1.43597
309,1,71,4543,89.9402,62.6368,7.69167
310,1,71,4543,98.5223,106.751,5.11681
311,1,73,2121,297.598,2943.29,762.226
312,1,73,2123,416.375,2003.16,442.421
313,1,73,2123,462.871,2211.46,431.515
314,1,73,311 ,686.809,778.013,235.032
315,1,73,311 ,817.366,793.869,232.483
316,1,73,311 ,742.36,715.265,163.881
317,1,73,311 ,973.754,681.339,187.682
318,1,73,311 ,775.421,938.563,222.578
319,1,73,312 ,154.48,2.17424,1.66231
320,1,73,312 ,318.496,190.549,16.0299
321,1,73,314 ,472.544,62.8999,41.1594
322,1,73,321 ,125.509,362.336,102.15
323,1,73,322 ,487.945,730.716,462.059
324,1,73,322 ,158.109,12.4891,15.7283
325,1,73,323 ,277.73,55.8113,24.2279
326,1,73,323 ,252.902,51.831,20.1582
327,1,73,323 ,258.138,50.0242,24.6214
328,1,73,323 ,294.877,46.9164,23.5799
329,1,73,323 ,254.272,47.5242,28.5049
330,1,73,323 ,268.851,55.8576,26.1218
331,1,73,323 ,333.477,51.446,22.6925
332,1,73,323 ,235.688,42.3734,23.2745
333,1,73,323 ,238.945,49.5043,25.2856
334,1,73,323 ,225.746,46.1639,22.4123
335,1,73,323 ,324.901,52.9413,22.6983
336,1,73,323 ,203.117,49.893,22.9628
337,1,73,323 ,265.354,48.4391,24.092
338,1,73,323 ,283.076,54.0262,24.4003
339,1,73,324 ,210.134,408.763,89.5758
340,1,73,324 ,2677.42,11220.2,3198.33
341,1,73,325 ,124.067,843.873,45.3939
342,1,73,325 ,167.083,788.981,42.2557
343,1,73,325 ,123.208,745.928,39.863
344,1,73,325 ,511.657,679.816,285.05
345,1,73,325 ,490.161,719.47,330.201
346,1,73,325 ,580.627,716.335,341.08
347,1,73,325 ,270.057,79.6942,47.0827
348,1,73,325 ,249.067,80.1796,51.6111
349,1,73,325 ,233.355,76.8645,46.7436
350,1,73,326 ,786.865,247.528,153.073
351,1,73,326 ,689.437,309.07,189.445
352,1,73,327 ,5.10585,71.4209,25.2786
353,1,73,327 ,5.6499,75.3478,23.5862
354,1,73,327 ,5.48075,72.718,21.5618
355,1,73,327 ,5.83703,60.9109,26.01
356,1,73,327 ,5.13404,75.2437,22.9859
357,1,73,327 ,5.04251,80.889,24.7481
358,1,73,331 ,2519.34,1421.18,698.068
359,1,73,331 ,2415.28,1666.45,813.93
360,1,73,331 ,2356.35,1611.74,714.66
361,1,73,331 ,2415.2,1514.44,819.304
362,1,73,336 ,70.8604,2.11776,1.65877
363,1,73,336 ,77.0809,2.16963,1.80437
364,1,73,336 ,53.4429,1.5165,1.78153
365,1,73,336 ,72.4305,2.76239,1.48574
366,1,73,337 ,470.173,126.794,34.5926
367,1,73,337 ,528.988,117.037,37.1128
368,1,73,337 ,516.258,130.815,35.7258
369,1,73,339 ,135.604,281.701,88.8168
370,1,73,339 ,135.969,237.493,121.828
371,1,73,339 ,111.318,289.022,117.164
372,1,73,339 ,105.99,226.041,110.439
373,1,73,339 ,127.486,302.724,88.5507
374,1,73,339 ,131.334,271.49,101.25
375,1,73,339 ,136.237,251.512,94.9632
376,1,73,339 ,783.818,230.002,109.522
377,1,73,339 ,820.154,195.363,93.1521
378,1,73,339 ,801.349,182.706,119.008
379,1,73,339 ,755.137,252.766,121.017
380,1,73,339 ,880.257,237.476,132.318
381,1,73,339 ,766.54,193.499,95.2803
382,1,73,339 ,765.984,203.819,114.993
383,1,73,4231,12699.1,1389.03,387.309
384,1,73,4231,10040.8,1565.2,524.266
385,1,73,4231,10789.2,1484.24,438.706
386,1,73,4231,9808.61,2097.48,463.341
387,1,73,4231,11513.2,1903.28,591.242
388,1,73,4231,10864,1650.87,491.874
389,1,73,4231,12195.3,1924.61,456.409
390,1,73,4231,12031.3,1956.52,561.497
391,1,73,4231,12973.2,2012.74,465.458
392,1,73,4231,10313.9,1832.31,519.406
393,1,73,4231,12701.4,1620.52,444.377
394,1,73,4231,10376.7,1866.02,437.156
395,1,73,4231,11068,1853.31,515.647
396,1,73,4231,12621.5,1593.65,478.801
397,1,73,4231,12551.5,1766.35,556.252
398,1,73,4233,90.2134,7806.17,476.978
399,1,73,4233,94.1291,7173.52,471.705
400,1,73,4233,103.226,6202.82,690.464
401,1,73,4233,95.562,7397.36,636.059
402,1,73,4233,104.055,8149.23,504.481
403,1,73,4233,90.1163,9191.43,555.527
404,1,73,4233,80.0993,7991.33,650.24
405,1,73,4233,112.524,7849.79,552.23
406,1,73,4233,88.9603,8153.51,717.903
407,1,73,4233,99.4532,6476.41,535.204
408,1,73,4233,69.3313,3585.44,368.329
409,1,73,4233,68.6715,3542.73,304.508
410,1,73,4233,57.0319,3516.69,367.055
411,1,73,4233,61.2855,3207.38,333.129
412,1,73,4233,58.5068,3146.15,289.27
413,1,73,4233,66.5244,3592.55,351.148
414,1,73,4233,60.8749,3629.84,335.99
415,1,73,4233,67.6291,3013.97,311.273
416,1,73,4233,60.3149,3180.8,316.181
417,1,73,4233,66.025,3308,312.976
418,1,73,4233,16.7383,150.474,3.77038
419,1,73,4233,15.6866,156.045,4.55943
420,1,73,4233,16.4205,152.731,4.1847
421,1,73,4233,19.0331,158.591,4.5168
422,1,73,4233,17.2977,152.126,4.5872
423,1,73,4233,21.3293,142.27,4.45223
424,1,73,4233,15.0526,150.155,4.08829
425,1,73,4233,15.8991,111.897,4.3845
426,1,73,4233,18.0231,143.463,4.33405
427,1,73,4233,18.3028,151.365,4.09367
428,1,73,4237,1534.26,127.061,76.768
429,1,73,4237,1547.91,158.234,64.6934
430,1,73,4237,1609.33,162.722,73.7947
431,1,73,4237,1734.58,162.875,68.6814
432,1,73,4237,1482.98,151.936,60.6793
433,1,73,4237,1641.98,165.914,65.3313
434,1,73,4237,1848.85,164.622,65.4859
435,1,73,4237,1777.69,168.529,62.6561
436,1,73,4237,1767.89,148.962,66.3432
437,1,73,4237,1587.04,148.46,81.1451
438,1,73,4238,1530.93,263.343,123.317
439,1,73,4238,1998.74,256.641,119.516
440,1,73,4238,2227.59,239.737,118.553
441,1,73,4238,1939.89,237.379,130.35
442,1,73,4238,2286.1,274.207,124.969
443,1,73,4238,2228.69,285.945,143.107
444,1,73,4238,2339.94,238.429,148.629
445,1,73,4238,2061.73,198.415,118.693
446,1,73,4238,2333.95,280.512,135.884
447,1,73,4238,1707.99,240.15,113.403
448,1,73,4238,2042.59,244.433,118.223
449,1,73,4238,1917.82,288.283,124.277
450,1,73,4238,2309.33,219.968,102.088
451,1,73,4238,2155.1,270.719,101.039
452,1,73,4238,2021.21,260.613,107.211
453,1,73,4238,1962.42,274.108,134.584
454,1,73,4238,1883.23,278.155,142.138
455,1,73,4238,2217.35,249.458,97.1422
456,1,73,4238,2143.09,276.357,131.452
457,1,73,4238,2053.17,195.129,105.437
458,1,73,4238,2084.67,265.008,124.012
459,1,73,4238,2024.14,249.63,109.864
460,1,73,4238,2044.07,270.785,110.586
461,1,73,4238,2160.78,261.169,123.376
462,1,73,4238,1991.34,247.52,140.338
463,1,73,4238,2095.52,257.136,124.984
464,1,73,4238,1942.55,231.97,125.272
465,1,73,4238,1959.01,256.128,134.285
466,1,73,4238,1908.24,238.929,121.081
467,1,73,4238,2008.04,252.911,121.548
468,1,73,4238,2052.01,257.144,118.801
469,1,73,4243,251.318,7238.27,232.198
470,1,73,4243,216.689,8939.18,260.263
471,1,73,4243,229.974,8358.56,173.401
472,1,73,4244,1029.68,551.611,320.166
473,1,73,4244,1199.68,535.569,382.61
474,1,73,4244,1017.67,561.712,334.955
475,1,73,4244,1189.84,565.775,427.93
476,1,73,4244,960.736,629.64,430.337
477,1,73,4244,1247.17,571.468,350.561
478,1,73,4244,855.937,652.246,392.761
479,1,73,4244,1331.02,497.613,362.756
480,1,73,4244,1027.86,558.498,478.68
481,1,73,4244,1253.96,557.974,429.514
482,1,73,4244,1446.97,519.33,401.835
483,1,73,4244,967.31,791.734,94.2276
484,1,73,4244,1051.81,730.831,82.558
485,1,73,4244,910.452,735.115,79.0019
486,1,73,4244,897.308,842.13,92.8099
487,1,73,4244,856.049,719.299,72.3883
488,1,73,4244,929.224,668.352,73.1263
489,1,73,4244,962.213,781.565,66.59
490,1,73,4244,984.229,817.11,86.9702
491,1,73,4244,1004.12,707.534,87.3881
492,1,73,4244,888.634,763.319,86.9203
493,1,73,4244,860.374,682.111,83.1945
494,1,73,4244,3273.55,45.1622,19.1043
495,1,73,4244,3169.2,36.085,19.518
496,1,73,4244,3945.35,50.8387,21.1848
497,1,73,4244,3771.98,42.6448,20.5655
498,1,73,4244,3561.41,48.3012,20.0948
499,1,73,4244,3446.05,46.627,19.531
500,1,73,4244,3969.36,49.9527,20.5789
501,1,73,4244,3897.58,48.1897,19.9675
502,1,73,4244,3315.46,40.0172,20.4138
503,1,73,4244,3409.68,45.4191,16.52
504,1,73,4244,3303.7,48.2147,22.5997
505,1,73,4249,203.889,874.17,179.069
506,1,73,4249,277.006,691.088,231.949
507,1,73,4249,224.919,921.646,178.901
508,1,73,4249,218.24,704.001,165.741
509,1,73,4249,269.568,814.802,142.586
510,1,73,4249,226.483,944.793,156.476
511,1,73,4543,760.84,666.057,56.5853
512,1,73,4543,899.708,680.684,53.3123
513,1,73,4543,900.366,754.818,59.696
514,1,73,4543,837.422,764.473,64.3835
515,1,73,4543,745.437,724.284,61.6906
516,1,73,4543,711.457,704.129,55.7494
517,1,73,4543,698.684,646.633,57.8545
518,1,73,4543,776.459,679.289,63.5714
519,1,73,4543,825.941,669.41,69.6439
520,1,73,4543,730.614,955.46,45.1751
521,1,73,4543,753.656,827.748,58.1323
522,1,73,4543,729.157,906.398,47.9629
523,1,73,4543,803.307,885.793,49.646
524,1,73,4543,806.897,1010.12,55.7851
525,1,73,4543,847.879,973.587,49.173
526,1,73,4543,903.14,997.298,48.5699
527,1,73,4543,1004.16,968.301,49.7943
528,1,73,4543,716.091,998.771,46.7213
529,1,73,5111,510.341,323.532,197.201
530,1,73,5111,393.135,456.572,160.223
531,1,73,5111,410.076,314.668,169.897
532,1,73,5111,547.61,384.683,170.824
533,1,73,5111,487.897,379.33,185.564
534,1,73,5111,510.013,381.709,141.537
535,1,73,5111,479.421,306.829,161.741
536,1,75,321 ,99.7018,285.251,81.2787
537,1,75,337 ,101.009,18.8807,7.33806
538,1,77,311 ,135.654,115.073,32.4193
539,1,77,321 ,121.003,322.413,77.7233
540,1,77,323 ,20.3629,3.58375,1.47289
541,1,77,325 ,38.5285,219.663,11.1989
542,1,77,325 ,144.514,222.243,97.2464
543,1,77,325 ,70.7175,23.0385,15.6986
544,1,77,326 ,276.214,129.167,56.2339
545,1,77,327 ,0.729307,7.77991,2.56257
546,1,77,331 ,460.986,238.96,140.834
547,1,77,337 ,204.664,40.1101,13.4367
548,1,77,339 ,24.0667,41.0268,19.8618
549,1,77,339 ,159.635,38.9829,15.7736
550,1,77,4231,905.021,157.317,47.8734
551,1,77,4233,7.94642,560.354,53.9833
552,1,77,4233,5.59222,289.115,25.1111
553,1,77,4233,1.43039,9.80019,0.411798
554,1,77,4237,114.625,8.49016,5.11509
555,1,77,4238,121.604,14.017,7.508
556,1,77,4238,120.065,14.8591,8.35202
557,1,77,4244,104.607,55.8789,36.6731
558,1,77,4244,93.0803,54.4544,7.20881
559,1,77,4244,341.545,4.44772,1.81374
560,1,77,4249,51.4612,170.716,35.6321
561,1,77,4543,68.83,44.5478,3.95644
562,1,77,4543,68.4077,62.8609,3.61005
563,1,77,5111,67.812,48.1315,14.7896
564,1,79,4238,43.4008,4.90697,2.23178
565,1,81,311 ,144.35,134.513,35.7374
566,1,81,322 ,450.643,595.735,472.161
567,1,81,322 ,154.721,12.5604,16.5704
568,1,81,323 ,33.32,6.75321,2.43258
569,1,81,323 ,32.704,6.50112,3.20492
570,1,81,326 ,583.169,267.985,141.455
571,1,81,326 ,646.264,249.367,150.991
572,1,81,327 ,0.929872,8.46741,3.29129
573,1,81,336 ,60.4712,1.65894,1.52692
574,1,81,336 ,52.1148,1.77487,1.23188
575,1,81,336 ,50.0522,1.72625,1.46755
576,1,81,337 ,147.066,28.9424,11.5751
577,1,81,339 ,23.9533,47.5098,19.7454
578,1,81,339 ,136.694,44.1661,16.7993
579,1,81,4231,458.382,75.8877,21.3284
580,1,81,4233,9.19104,565.106,54.9058
581,1,81,4233,4.85829,322.801,30.5919
582,1,81,4233,1.35441,10.987,0.326759
583,1,81,4237,186.688,19.663,8.19056
584,1,81,4238,146.789,13.3653,7.24052
585,1,81,4238,138.768,17.7619,6.51171
586,1,81,4249,48.3826,187.031,38.0622
587,1,81,4543,165.386,124.024,10.8406
588,1,81,4543,161.214,148.517,8.98684
589,1,81,5111,93.4083,54.8516,30.4572
590,1,83,311 ,116.756,91.1382,26.766
591,1,83,321 ,51.0762,178.341,44.954
592,1,83,327 ,0.694146,9.84759,3.1961
593,1,83,337 ,189.683,51.3431,18.2704
594,1,83,339 ,18.3686,35.0934,11.9176
595,1,83,339 ,112.436,27.6256,14.8934
596,1,83,4231,924.542,164.147,38.0485
597,1,83,4233,7.5886,612.132,50.3697
598,1,83,4233,4.55961,262.777,30.3424
599,1,83,4233,1.26314,11.6861,0.347553
600,1,83,4237,112.284,9.70194,4.30057
601,1,83,4238,64.9258,8.4447,3.82315
602,1,83,4249,26.1293,97.6312,20.8137
603,1,89,311 ,211.366,166.228,51.2011
604,1,89,312 ,137.498,1.79185,1.46964
605,1,89,312 ,288.949,128.306,13.6762
