estno,state,county,naics,value,weight,miles
358,1,73,337 ,423.465,112.898,56.5453
359,1,73,337 ,452.749,118.068,26.8531
360,1,73,337 ,453.883,119.459,64.9746
361,1,73,339 ,137.125,292.635,20.6037
362,1,73,339 ,128.095,246.646,125.879
363,1,73,339 ,141.684,272.619,207.642
364,1,73,339 ,142.974,278.218,71.0171
365,1,73,339 ,155.514,255.216,64.11
366,1,73,339 ,124.898,266.002,277.995
367,1,73,339 ,120.875,258.332,23.3312
368,1,73,339 ,708.56,229.298,237.876
369,1,73,339 ,744.864,205.411,60.6502
370,1,73,339 ,760.58,216.571,76.091
371,1,73,339 ,786.277,231.111,112.449
372,1,73,339 ,851.828,226.807,91.8619
373,1,73,339 ,830.188,237.059,9.46595
374,1,73,339 ,921.91,208.176,160.733
375,1,73,4231,12700.1,1916.47,892.648
376,1,73,4231,12837.8,1427.62,776.372
377,1,73,4231,11261.4,1745.53,997.259
378,1,73,4231,11125.8,1531.21,124.187
379,1,73,4231,12361.7,1949.55,191.972
380,1,73,4231,10773.1,1744.4,960.518
381,1,73,4231,10968.2,1884.15,328.619
382,1,73,4231,11311.4,1761.3,592.628
383,1,73,4231,10299.2,2245.84,1440.36
384,1,73,4231,12658.9,1865.37,846.954
385,1,73,4231,9884.98,1264.35,540.969
386,1,73,4231,10930.9,1843.66,722.32
387,1,73,4231,12269.2,1835.19,77.2181
388,1,73,4231,10150.6,1847.46,1347.33
389,1,73,4233,99.3496,7558.98,167.826
390,1,73,4233,102.508,6596.03,1537.48
391,1,73,4233,80.1248,6068.27,1214.5
392,1,73,4233,92.2613,7921.33,447.384
393,1,73,4233,74.7687,7324.02,1456.14
394,1,73,4233,92.9451,8326.3,707.076
395,1,73,4233,99.3315,6785.03,664.954
396,1,73,4233,96.5831,8274.4,1566.19
397,1,73,4233,80.9815,6762.68,584.152
398,1,73,4233,66.4836,3044.55,516.893
399,1,73,4233,60.2951,3534.76,417.578
400,1,73,4233,64.606,3324,445.676
401,1,73,4233,68.0399,3560.08,820.046
402,1,73,4233,56.5229,3791.79,452.491
403,1,73,4233,61.5298,3168.82,17.0317
404,1,73,4233,75.0726,2820.76,466.588
405,1,73,4233,60.3235,3963.67,458.552
406,1,73,4233,73.8981,3913.91,393.14
407,1,73,4233,17.3756,151.092,5.79996
408,1,73,4233,17.6526,151.905,3.38397
409,1,73,4233,15.4954,119.455,4.67685
410,1,73,4233,19.7925,157.982,6.05612
411,1,73,4233,15.4155,123.145,2.01243
412,1,73,4233,19.6088,138.577,3.54336
413,1,73,4233,16.1577,120.52,4.96356
414,1,73,4233,18.9895,148.478,4.22714
415,1,73,4233,19.4266,146.245,4.813
416,1,73,4237,1508.82,143.34,124.686
417,1,73,4237,1486.15,167.176,67.6863
418,1,73,4237,1643.45,158.125,2.20557
419,1,73,4237,1607.02,134.777,92.7284
420,1,73,4237,1576.93,181.909,239.008
421,1,73,4237,2048.91,172.089,153.023
422,1,73,4237,1688.15,186.053,61.7565
423,1,73,4237,1427.99,165.495,122.612
424,1,73,4237,1813.66,171.657,91.4093
425,1,73,4238,2286.61,271.448,22.2533
426,1,73,4238,1959.11,282.752,180.769
427,1,73,4238,2435.53,227.277,72.4578
428,1,73,4238,2362.4,258.03,292.482
429,1,73,4238,2025.4,263.579,216.094
430,1,73,4238,2007.74,238.435,167.347
431,1,73,4238,2210.77,165.737,4.943
432,1,73,4238,1814.5,202.323,40.9295
433,1,73,4238,2229.06,221.239,248.083
434,1,73,4238,1759.3,240.091,171.784
435,1,73,4238,1822.82,254.453,97.5009
436,1,73,4238,2166.68,236.342,304.123
437,1,73,4238,2361.04,205.472,337.526
438,1,73,4238,2339.07,302.577,233.669
439,1,73,4238,2145.6,242.282,204.482
440,1,73,4238,1895.48,263.332,16.7368
441,1,73,4238,2234.04,276.134,8.10023
442,1,73,4238,1979.2,270.928,104.738
443,1,73,4238,2212.07,269.426,137.165
444,1,73,4238,1770.09,236.554,320.915
445,1,73,4238,1820.45,235.982,116.698
446,1,73,4238,2043.17,276.704,83.2738
447,1,73,4238,2398.24,262.814,201.555
448,1,73,4238,2271.09,259.673,207.461
449,1,73,4238,2267.47,229.386,121.912
450,1,73,4238,1762.19,232.765,313.16
451,1,73,4238,1795.9,280.716,36.9714
452,1,73,4238,2117.37,273.549,230.264
453,1,73,4243,257.298,7712.66,144.571
454,1,73,4243,168.364,7904.38,336.809
455,1,73,4244,1062.62,513.251,142.229
456,1,73,4244,1240.02,472.179,302.478
457,1,73,4244,1139.19,519.819,778.791
458,1,73,4244,848.666,563.936,328.526
459,1,73,4244,1062.66,615.666,291.919
460,1,73,4244,965.423,623.033,337.661
461,1,73,4244,1196.43,560.108,816.716
462,1,73,4244,1085.07,612.426,117.345
463,1,73,4244,1305.18,622.756,726.186
464,1,73,4244,1225,578.368,586.819
465,1,73,4244,871.275,742.275,108.247
466,1,73,4244,909.44,655.025,143.493
467,1,73,4244,970.892,712.134,52.6832
468,1,73,4244,1043.59,676.174,44.4051
469,1,73,4244,1025.75,643.37,10.3806
470,1,73,4244,1004.45,718.076,16.4445
471,1,73,4244,919.689,666.342,146.455
472,1,73,4244,1074.03,883.538,86.4153
473,1,73,4244,1016.33,706.614,12.038
474,1,73,4244,962.47,666.063,23.415
475,1,73,4244,3218.39,51.4963,29.4077
476,1,73,4244,4009.96,50.6647,22.5346
477,1,73,4244,3247.97,42.6239,11.5679
478,1,73,4244,3463.11,41.6088,1.59292
479,1,73,4244,3741.09,47.9825,32.6253
480,1,73,4244,3813.87,47.7369,42.7923
481,1,73,4244,3325.64,52.908,16.2938
482,1,73,4244,3049.3,40.9852,27.17
483,1,73,4244,3418.02,38.8757,4.22835
484,1,73,4244,3720.44,49.8822,46.4676
485,1,73,4249,239.944,802.28,593.582
486,1,73,4249,263.063,820.186,3.39599
487,1,73,4249,245.588,777.761,82.5877
488,1,73,4249,257.951,813.577,21.6458
489,1,73,4249,282.578,955.711,91.0214
490,1,73,4543,743.161,648.17,48.1109
491,1,73,4543,909.109,683.399,55.2004
492,1,73,4543,880.932,710.91,52.2341
493,1,73,4543,763.3,682.692,56.6553
494,1,73,4543,761.539,707.482,105.269
495,1,73,4543,750.997,796.139,11.3776
496,1,73,4543,898.278,664.477,20.2667
497,1,73,4543,728.128,645.084,129.419
498,1,73,4543,801.029,885.762,33.5251
499,1,73,4543,870.198,875.277,89.297
500,1,73,4543,1034.28,840.379,106.159
501,1,73,4543,830.887,1042.88,70.3511
502,1,73,4543,869.385,868.137,10.3848
503,1,73,4543,782.079,927.852,10.7877
504,1,73,4543,875.399,865.783,90.1307
505,1,73,4543,920.399,811.063,46.9699
506,1,73,5111,473.754,370.663,381.499
507,1,73,5111,518.393,279.624,34.0525
508,1,73,5111,458.186,361.546,307.257
509,1,73,5111,517.813,319.32,174.215
510,1,73,5111,413.674,312.127,35.3157
511,1,73,5111,489.233,299.413,234.154
512,1,75,321 ,100.723,251.548,118.258
513,1,75,337 ,86.4527,23.8782,9.32146
514,1,77,311 ,143.912,151.452,45.212
515,1,77,321 ,99.7606,263.082,65.6233
516,1,77,323 ,20.5225,3.95536,4.00874
517,1,77,325 ,44.0147,226.755,8.97496
518,1,77,325 ,121.918,232.827,105.869
519,1,77,325 ,72.4041,19.757,2.95663
520,1,77,326 ,204.66,96.742,99.7147
521,1,77,327 ,0.725298,9.03899,1.31051
522,1,77,331 ,371.603,207.143,13.2412
523,1,77,337 ,187.562,39.0251,1.6887
524,1,77,339 ,25.0018,44.6274,29.6414
525,1,77,339 ,153.108,40.2864,58.5562
526,1,77,4231,802.135,138.885,4.82755
527,1,77,4233,8.25973,616.079,59.4314
528,1,77,4233,4.93946,288.36,62.3769
529,1,77,4233,1.65032,12.9385,0.385813
530,1,77,4237,112.114,10.5721,1.61625
531,1,77,4238,109.807,13.7982,4.27615
532,1,77,4238,121.328,12.3714,9.10649
533,1,77,4244,117.575,58.7701,16.785
534,1,77,4244,93.8086,71.1061,11.2417
535,1,77,4244,339.247,4.09943,0.399014
536,1,77,4249,51.7903,177.187,58.6546
537,1,77,4543,56.4632,52.8804,1.68079
538,1,77,4543,67.8495,69.3444,3.79854
539,1,77,5111,46.2987,36.7987,19.1784
540,1,79,4238,38.5006,5.10269,1.41486
541,1,81,311 ,132.544,134.928,7.73761
542,1,81,322 ,386.925,644.722,645.318
543,1,81,322 ,153.467,13.9962,18.7114
544,1,81,323 ,32.2929,5.23528,10.9007
545,1,81,323 ,30.7834,7.05324,0.66563
546,1,81,326 ,572.854,254.005,416.272
547,1,81,326 ,687.557,296.233,114.996
548,1,81,327 ,0.811839,10.9798,2.01313
549,1,81,336 ,51.078,1.95998,2.07504
550,1,81,336 ,52.4332,1.74484,0.057173
551,1,81,336 ,58.1379,1.8946,2.00929
552,1,81,337 ,114.676,29.653,1.393
553,1,81,339 ,22.9557,47.648,21.2569
554,1,81,339 ,151.642,40.4532,14.1766
555,1,81,4231,518.147,77.5087,16.7677
556,1,81,4233,7.96258,610.406,26.0194
557,1,81,4233,4.57348,297.565,22.7993
558,1,81,4233,1.62025,10.7958,0.0281413
559,1,81,4237,150.708,19.0738,10.4777
560,1,81,4238,111.765,13.8946,0.891446
561,1,81,4238,132.469,16.2328,5.75796
562,1,81,4249,62.097,160.447,8.60933
563,1,81,4543,123.98,120.655,5.19666
564,1,81,4543,148.381,144.593,6.40486
565,1,81,5111,73.0329,59.6124,14.9408
566,1,83,311 ,113.549,104.335,27.3903
567,1,83,321 ,51.3251,171.503,15.3948
568,1,83,327 ,0.8291,9.19486,0.952418
569,1,83,337 ,195.326,50.9898,11.7798
570,1,83,339 ,18.2888,32.1363,7.03594
571,1,83,339 ,103.51,27.1379,8.31447
572,1,83,4231,840.7,174.377,10.4163
573,1,83,4233,6.88575,595.101,78.2588
574,1,83,4233,5.96736,323.216,37.6628
575,1,83,4233,1.82084,12.7258,0.578591
576,1,83,4237,113.714,10.7356,5.7529
577,1,83,4238,60.3098,9.38721,1.65743
578,1,83,4249,26.5063,115.357,15.2583
579,1,89,311 ,203.684,177.982,14.7837
580,1,89,312 ,129.015,2.27902,5.32982
581,1,89,312 ,348.766,154.724,8.49136
582,1,89,314 ,183.948,34.0447,1.66443
583,1,89,321 ,171.584,503.325,155.926
584,1,89,321 ,200.816,409.78,169.945
585,1,89,322 ,480.149,542.605,1249.19
586,1,89,322 ,153.564,13.658,33.6752
587,1,89,323 ,107.692,18.6313,22.3669
588,1,89,323 ,88.9001,18.06,19.5819
589,1,89,323 ,101.023,17.9506,22.1545
590,1,89,323 ,87.4483,17.4191,11.6652
591,1,89,325 ,95.759,571.116,1.77268
592,1,89,325 ,102.403,565.648,21.1489
593,1,89,325 ,386.774,573.263,65.3665
594,1,89,325 ,432.609,532.034,233.972
595,1,89,325 ,150.168,53.6472,42.8038
596,1,89,325 ,188.786,57.5114,21.0258
597,1,89,326 ,441.501,154.067,66.2757
598,1,89,327 ,1.95047,22.3644,11.4885
599,1,89,327 ,1.5658,19.2846,4.26756
600,1,89,331 ,804.975,281.727,371.409
601,1,89,336 ,65.9026,1.73954,4.34389
602,1,89,336 ,68.6865,2.2966,0.667129
603,1,89,336 ,64.8596,2.14785,1.50317
